ID_NO,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,ÿDate_end,ÿCategory,ÿCriterion
681,Portuguese City of Mazagan (El Jadida),Arab States,Morocco,Giza,2004,0,,,Cultural,(ii)(iv)
682,"Rabat, Modern Capital and Historic City: a Shared Heritage",Arab States,Morocco,Uttar Pradesh,2012,0,,,Cultural,(ii)(iv)
683,Island of Mozambique,Africa,Mozambique,Wiltshire,1991,0,,,Cultural,(iv)(vi)
684,Pyu Ancient Cities,Asia and the Pacific,Myanmar,Agra,2014,0,,,Cultural,(ii)(iii)(iv)
685,Bagan,Asia and the Pacific,Myanmar,Delhi,2019,0,,,Cultural,(iii)(iv)(vi)
686,Twyfelfontein or /Ui-//aes,Africa,Namibia,Delhi,2007,0,,,Cultural,(iii)(v)
687,Namib Sand Sea,Africa,Namibia,Bangkok,2013,0,,,Natural,(vii)(viii)(ix)(x)
688,Sagarmatha National Park,Asia and the Pacific,Nepal,Queensland,1979,0,,,Natural,(vii)
689,Kathmandu Valley,Asia and the Pacific,Nepal,Bangkok,1979,0,P 2003-2007,2007,Cultural,(iii)(iv)(vi)
690,Chitwan National Park,Asia and the Pacific,Nepal,Madhya Pradesh,1984,0,,,Natural,(vii)(ix)(x)
691,"Lumbini, the Birthplace of the Lord Buddha",Asia and the Pacific,Nepal,Uttar Pradesh,1997,0,,,Cultural,(iii)(vi)
692,Schokland and Surroundings,Europe and North America,Netherlands,Wiltshire,1995,0,,,Cultural,(iii)(v)
693,Defence Line of Amsterdam,Europe and North America,Netherlands,Giza,1996,0,,,Cultural,(ii)(iv)(v)
694,Mill Network at Kinderdijk-Elshout,Europe and North America,Netherlands,Giza,1997,0,,,Cultural,(i)(ii)(iv)
695,"Historic Area of Willemstad, Inner City and Harbour, Cura‡ao",Europe and North America,Netherlands,Ontario,1997,0,,,Cultural,(ii)(iv)(v)
696,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Europe and North America,Netherlands,Athens,1998,0,,,Cultural,(i)(ii)(iv)
697,Droogmakerij de Beemster (Beemster Polder),Europe and North America,Netherlands,Delhi,1999,0,,,Cultural,(i)(ii)(iv)
698,Rietveld Schr”derhuis (Rietveld Schr”der House),Europe and North America,Netherlands,Queensland,2000,0,,,Cultural,(i)(ii)
699,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,Europe and North America,Netherlands,Athens,2010,0,,,Cultural,(i)(ii)(iv)
700,Van Nellefabriek,Europe and North America,Netherlands,Cusco,2014,0,,,Cultural,(ii)(iv)
701,Tongariro National Park,Asia and the Pacific,New Zealand,Athens,1990,0,,,Mixed,(vi)(vii)(viii)
702,Te Wahipounamu ? South West New Zealand,Asia and the Pacific,New Zealand,Delhi,1990,0,,,Natural,(vii)(viii)(ix)(x)
703,New Zealand Sub-Antarctic Islands,Asia and the Pacific,New Zealand,Cusco,1998,0,,,Natural,(ix)(x)
704,Ruins of Le¢n Viejo,Latin America and the Caribbean,Nicaragua,Giza,2000,0,,,Cultural,(iii)(iv)
705,Le¢n Cathedral,Latin America and the Caribbean,Nicaragua,Athens,2011,0,,,Cultural,(ii)(iv)
706,Air and T‚n‚r‚ Natural Reserves,Africa,Niger,Giza,1991,1,Y 1992,,Natural,(vii)(ix)(x)
707,Historic Centre of Agadez,Africa,Niger,Tokyo,2013,0,,,Cultural,(ii)(iii)
708,Sukur Cultural Landscape,Africa,Nigeria,Cusco,1999,0,,,Cultural,(iii)(v)(vi)
709,Osun-Osogbo Sacred Grove,Africa,Nigeria,Agra,2005,0,,,Cultural,(ii)(iii)(vi)
710,R?ros Mining Town and the Circumference,Europe and North America,Norway,Agra,1980,0,,,Cultural,(iii)(iv)(v)
711,Urnes Stave Church,Europe and North America,Norway,Giza,1979,0,,,Cultural,(i)(ii)(iii)
712,Bryggen,Europe and North America,Norway,Ontario,1979,0,,,Cultural,(iii)
713,Rock Art of Alta,Europe and North America,Norway,Arizona,1985,0,,,Cultural,(iii)
714,Vega?yan ? The Vega Archipelago,Europe and North America,Norway,Arizona,2004,0,,,Cultural,(v)
715,West Norwegian Fjords ? Geirangerfjord and N‘r?yfjord,Europe and North America,Norway,Queensland,2005,0,,,Natural,(vii)(viii)
716,Rjukan-Notodden Industrial Heritage Site,Europe and North America,Norway,Bangkok,2015,0,,,Cultural,(ii)(iv)
717,Bahla Fort,Arab States,Oman,Cusco,1987,0,P 1988-2004,2004,Cultural,(iv)
718,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Arab States,Oman,Athens,1988,0,,,Cultural,(iii)(iv)
719,Land of Frankincense,Arab States,Oman,Uttar Pradesh,2000,0,,,Cultural,(iii)(iv)
720,<i>Aflaj</i> Irrigation Systems of Oman,Arab States,Oman,Delhi,2006,0,,,Cultural,(v)
721,Ancient City of Qalhat,Arab States,Oman,Delhi,2018,0,,,Cultural,(ii)(iii)
722,Archaeological Ruins at Moenjodaro,Asia and the Pacific,Pakistan,Ontario,1980,0,,,Cultural,(ii)(iii)
723,Taxila,Asia and the Pacific,Pakistan,Arizona,1980,0,,,Cultural,(iii)(vi)
724,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Asia and the Pacific,Pakistan,Queensland,1980,0,,,Cultural,(iv)
725,"Historical Monuments at Makli, Thatta",Asia and the Pacific,Pakistan,Ontario,1981,0,,,Cultural,(iii)
726,Fort and Shalamar Gardens in Lahore,Asia and the Pacific,Pakistan,Madhya Pradesh,1981,0,P 2000-2012,2012,Cultural,(i)(ii)(iii)
727,Rohtas Fort,Asia and the Pacific,Pakistan,Madhya Pradesh,1997,0,,,Cultural,(ii)(iv)
728,Rock Islands Southern Lagoon,Asia and the Pacific,Palau,Tokyo,2012,0,,,Mixed,(iii)(v)(vii)(ix)(x)
729,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Arab States,Palestine,Ontario,2012,0,P 2012-2019,2019,Cultural,(iv)(vi)
730,"Palestine: Land of Olives and Vines ? Cultural Landscape of Southern Jerusalem, Battir",Arab States,Palestine,Wiltshire,2014,1,Y 2014,,Cultural,(iv)(v)
731,Hebron/Al-Khalil Old Town,Arab States,Palestine,Uttar Pradesh,2017,1,Y 2017,,Cultural,(ii)(iv)(vi)
732,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Latin America and the Caribbean,Panama,Bangkok,1980,1,Y 2012,,Cultural,(i)(iv)
733,Darien National Park,Latin America and the Caribbean,Panama,Agra,1981,0,,,Natural,(vii)(ix)(x)
734,Archaeological Site of Panam  Viejo and Historic District of Panam ,Latin America and the Caribbean,Panama,Giza,1997,0,,,Cultural,(ii)(iv)(vi)
735,Coiba National Park and its Special Zone of Marine Protection,Latin America and the Caribbean,Panama,Madhya Pradesh,2005,0,,,Natural,(ix)(x)
736,Kuk Early Agricultural Site,Asia and the Pacific,Papua New Guinea,Queensland,2008,0,,,Cultural,(iii)(iv)
737,Jesuit Missions of La Sant¡sima Trinidad de Paran  and Jes£s de Tavarangue,Latin America and the Caribbean,Paraguay,Wiltshire,1993,0,,,Cultural,(iv)
738,City of Cuzco,Latin America and the Caribbean,Peru,Arizona,1983,0,,,Cultural,(iii)(iv)
739,Historic Sanctuary of Machu Picchu,Latin America and the Caribbean,Peru,Wiltshire,1983,0,,,Mixed,(i)(iii)(vii)(ix)
740,Chavin (Archaeological Site),Latin America and the Caribbean,Peru,Wiltshire,1985,0,,,Cultural,(iii)
741,Huascar n National Park,Latin America and the Caribbean,Peru,Giza,1985,0,,,Natural,(vii)(viii)
742,Chan Chan Archaeological Zone,Latin America and the Caribbean,Peru,Tokyo,1986,1,Y 1986,,Cultural,(i)(iii)
743,Man£ National Park,Latin America and the Caribbean,Peru,Tokyo,1987,0,,,Natural,(ix)(x)
744,Historic Centre of Lima,Latin America and the Caribbean,Peru,Tokyo,1988,0,,,Cultural,(iv)
745,R¡o Abiseo National Park,Latin America and the Caribbean,Peru,Tokyo,1990,0,,,Mixed,(iii)(vii)(ix)(x)
746,Lines and Geoglyphs of Nasca and Palpa,Latin America and the Caribbean,Peru,Tokyo,1994,0,,,Cultural,(i)(iii)(iv)
747,Historical Centre of the City of Arequipa,Latin America and the Caribbean,Peru,Cusco,2000,0,,,Cultural,(i)(iv)
748,Sacred City of Caral-Supe,Latin America and the Caribbean,Peru,Uttar Pradesh,2009,0,,,Cultural,(ii)(iii)(iv)
749,Historic City of Vigan,Asia and the Pacific,Philippines,Athens,1999,0,,,Cultural,(ii)(iv)
750,Puerto-Princesa Subterranean River National Park,Asia and the Pacific,Philippines,Agra,1999,0,,,Natural,(vii)(x)
751,Tubbataha Reefs Natural Park,Asia and the Pacific,Philippines,Agra,1993,0,,,Natural,(vii)(ix)(x)
752,Baroque Churches of the Philippines,Asia and the Pacific,Philippines,Cusco,1993,0,,,Cultural,(ii)(iv)
753,Rice Terraces of the Philippine Cordilleras,Asia and the Pacific,Philippines,Madhya Pradesh,1995,0,P 2001-2012,2012,Cultural,(iii)(iv)(v)
754,Mount Hamiguitan Range Wildlife Sanctuary,Asia and the Pacific,Philippines,Wiltshire,2014,0,,,Natural,(x)
755,Historic Centre of Krak¢w,Europe and North America,Poland,Madhya Pradesh,1978,0,,,Cultural,(iv)
756,Historic Centre of Warsaw,Europe and North America,Poland,Delhi,1980,0,,,Cultural,(ii)(vi)
757,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Europe and North America,Poland,Wiltshire,1979,0,,,Cultural,(vi)
758,Wieliczka and Bochnia Royal Salt Mines,Europe and North America,Poland,Athens,1978,0,P 1989-1998,1998,Cultural,(iv)
759,Old City of Zamo??,Europe and North America,Poland,Agra,1992,0,,,Cultural,(iv)
760,Medieval Town of Toru?,Europe and North America,Poland,Wiltshire,1997,0,,,Cultural,(ii)(iv)
761,Castle of the Teutonic Order in Malbork,Europe and North America,Poland,Tokyo,1997,0,,,Cultural,(ii)(iii)(iv)
762,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Europe and North America,Poland,Queensland,1999,0,,,Cultural,(ii)(iv)
763,Wooden Churches of Southern Ma?opolska,Europe and North America,Poland,Tokyo,2003,0,,,Cultural,(iii)(iv)
764,Churches of Peace in Jawor and ?widnica,Europe and North America,Poland,Arizona,2001,0,,,Cultural,(iii)(iv)(vi)
765,Centennial Hall in Wroc?aw,Europe and North America,Poland,Delhi,2006,0,,,Cultural,(i)(ii)(iv)
766,Tarnowskie G¢ry Lead-Silver-Zinc Mine and its Underground Water Management System,Europe and North America,Poland,Giza,2017,0,,,Cultural,(i)(ii)(iv)
767,Krzemionki Prehistoric Striped Flint Mining Region,Europe and North America,Poland,Athens,2019,0,,,Cultural,(iii)(iv)
768,Central Zone of the Town of Angra do Heroismo in the Azores,Europe and North America,Portugal,Cusco,1983,0,,,Cultural,(iv)(vi)
769,Monastery of the Hieronymites and Tower of Bel‚m in Lisbon,Europe and North America,Portugal,Athens,1983,0,,,Cultural,(iii)(vi)
770,Monastery of Batalha,Europe and North America,Portugal,Tokyo,1983,0,,,Cultural,(i)(ii)
771,Convent of Christ in Tomar,Europe and North America,Portugal,Cusco,1983,0,,,Cultural,(i)(vi)
772,Historic Centre of vora,Europe and North America,Portugal,Queensland,1986,0,,,Cultural,(ii)(iv)
773,Monastery of Alcoba‡a,Europe and North America,Portugal,Queensland,1989,0,,,Cultural,(i)(iv)
774,Cultural Landscape of Sintra,Europe and North America,Portugal,Uttar Pradesh,1995,0,,,Cultural,(ii)(iv)(v)
775,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ",Europe and North America,Portugal,Uttar Pradesh,1996,0,,,Cultural,(iv)
776,Laurisilva of Madeira,Europe and North America,Portugal,Athens,1999,0,,,Natural,(ix)(x)
777,Historic Centre of Guimar?es,Europe and North America,Portugal,Delhi,2001,0,,,Cultural,(ii)(iii)(iv)
778,Alto Douro Wine Region,Europe and North America,Portugal,Athens,2001,0,,,Cultural,(iii)(iv)(v)
779,Landscape of the Pico Island Vineyard Culture,Europe and North America,Portugal,Uttar Pradesh,2004,0,,,Cultural,(iii)(v)
780,Garrison Border Town of Elvas and its Fortifications,Europe and North America,Portugal,Agra,2012,0,,,Cultural,(iv)
781,University of Coimbra ? Alta and Sofia,Europe and North America,Portugal,Giza,2013,0,,,Cultural,(ii)(iv)(vi)
782,"Royal Building of <i>Mafra</i> ? Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",Europe and North America,Portugal,Uttar Pradesh,2019,0,,,Cultural,(iv)
783,Sanctuary of Bom Jesus do Monte in Braga,Europe and North America,Portugal,Wiltshire,2019,0,,,Cultural,(iv)
784,Al Zubarah Archaeological Site,Arab States,Qatar,Agra,2013,0,,,Cultural,(iii)(iv)(v)
785,Seokguram Grotto and Bulguksa Temple,Asia and the Pacific,Republic of Korea,Delhi,1995,0,,,Cultural,(i)(iv)
786,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Asia and the Pacific,Republic of Korea,Delhi,1995,0,,,Cultural,(iv)(vi)
787,Jongmyo Shrine,Asia and the Pacific,Republic of Korea,Bangkok,1995,0,,,Cultural,(iv)
788,Changdeokgung Palace Complex,Asia and the Pacific,Republic of Korea,Queensland,1997,0,,,Cultural,(ii)(iii)(iv)
789,Hwaseong Fortress,Asia and the Pacific,Republic of Korea,Bangkok,1997,0,,,Cultural,(ii)(iii)
790,Gyeongju Historic Areas,Asia and the Pacific,Republic of Korea,Madhya Pradesh,2000,0,,,Cultural,(ii)(iii)
791,"Gochang, Hwasun and Ganghwa Dolmen Sites",Asia and the Pacific,Republic of Korea,Uttar Pradesh,2000,0,,,Cultural,(iii)
792,Jeju Volcanic Island and Lava Tubes,Asia and the Pacific,Republic of Korea,Wiltshire,2007,0,,,Natural,(vii)(viii)
793,Royal Tombs of the Joseon Dynasty,Asia and the Pacific,Republic of Korea,Giza,2009,0,,,Cultural,(iii)(iv)(vi)
794,Historic Villages of Korea: Hahoe and Yangdong,Asia and the Pacific,Republic of Korea,Giza,2010,0,,,Cultural,(iii)(iv)
795,Namhansanseong,Asia and the Pacific,Republic of Korea,Ontario,2014,0,,,Cultural,(ii)(iv)
796,Baekje Historic Areas,Asia and the Pacific,Republic of Korea,Athens,2015,0,,,Cultural,(ii)(iii)
797,"Seowon, Korean Neo-Confucian Academies",Asia and the Pacific,Republic of Korea,Delhi,2019,0,,,Cultural,(iii)
798,"Sansa, Buddhist Mountain Monasteries in Korea",Asia and the Pacific,Republic of Korea,Queensland,2018,0,,,Cultural,(iii)
799,Danube Delta,Europe and North America,Romania,Athens,1991,0,,,Natural,(vii)(x)
800,Villages with Fortified Churches in Transylvania,Europe and North America,Romania,Cusco,1993,0,,,Cultural,(iv)
801,Monastery of Horezu,Europe and North America,Romania,Athens,1993,0,,,Cultural,(ii)
802,Churches of Moldavia,Europe and North America,Romania,Delhi,1993,0,,,Cultural,(i)(iv)
803,Historic Centre of Sighi?oara,Europe and North America,Romania,Cusco,1999,0,,,Cultural,(iii)(v)
804,Wooden Churches of Maramure?,Europe and North America,Romania,Giza,1999,0,,,Cultural,(iv)
805,Dacian Fortresses of the Orastie Mountains,Europe and North America,Romania,Athens,1999,0,,,Cultural,(ii)(iii)(iv)
806,Historic Centre of Saint Petersburg and Related Groups of Monuments,Europe and North America,Russian Federation,Giza,1990,0,,,Cultural,(i)(ii)(iv)(vi)
807,Kizhi Pogost,Europe and North America,Russian Federation,Tokyo,1990,0,,,Cultural,(i)(iv)(v)
808,"Kremlin and Red Square, Moscow",Europe and North America,Russian Federation,Cusco,1990,0,,,Cultural,(i)(ii)(iv)(vi)
809,Historic Monuments of Novgorod and Surroundings,Europe and North America,Russian Federation,Agra,1992,0,,,Cultural,(ii)(iv)(vi)
810,Cultural and Historic Ensemble of the Solovetsky Islands,Europe and North America,Russian Federation,Agra,1992,0,,,Cultural,(iv)
811,White Monuments of Vladimir and Suzdal,Europe and North America,Russian Federation,Giza,1992,0,,,Cultural,(i)(ii)(iv)
812,"Church of the Ascension, Kolomenskoye",Europe and North America,Russian Federation,Ontario,1994,0,,,Cultural,(ii)
813,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Europe and North America,Russian Federation,Arizona,1993,0,,,Cultural,(ii)(iv)
814,Virgin Komi Forests,Europe and North America,Russian Federation,Arizona,1995,0,,,Natural,(vii)(ix)
815,Lake Baikal,Europe and North America,Russian Federation,Queensland,1996,0,,,Natural,(vii)(viii)(ix)(x)
816,Volcanoes of Kamchatka,Europe and North America,Russian Federation,Bangkok,1996,0,,,Natural,(vii)(viii)(ix)(x)
817,Central Sikhote-Alin,Europe and North America,Russian Federation,Cusco,2001,0,,,Natural,(x)
818,Golden Mountains of Altai,Europe and North America,Russian Federation,Athens,1998,0,,,Natural,(x)
819,Western Caucasus,Europe and North America,Russian Federation,Uttar Pradesh,1999,0,,,Natural,(ix)(x)
820,Historic and Architectural Complex of the Kazan Kremlin,Europe and North America,Russian Federation,Delhi,2000,0,,,Cultural,(ii)(iii)(iv)
821,Bolgar Historical and Archaeological Complex,Europe and North America,Russian Federation,Delhi,2014,0,,,Cultural,(ii)(vi)
822,Ensemble of the Ferapontov Monastery,Europe and North America,Russian Federation,Ontario,2000,0,,,Cultural,(i)(iv)
823,Natural System of Wrangel Island Reserve,Europe and North America,Russian Federation,Arizona,2004,0,,,Natural,(ix)(x)
824,"Citadel, Ancient City and Fortress Buildings of Derbent",Europe and North America,Russian Federation,Queensland,2003,0,,,Cultural,(iii)(iv)
825,Ensemble of the Novodevichy Convent,Europe and North America,Russian Federation,Ontario,2004,0,,,Cultural,(i)(iv)(vi)
826,Historical Centre of the City of Yaroslavl,Europe and North America,Russian Federation,Madhya Pradesh,2005,0,,,Cultural,(ii)(iv)
827,Putorana Plateau,Europe and North America,Russian Federation,Madhya Pradesh,2010,0,,,Natural,(vii)(ix)
828,Lena Pillars Nature Park,Europe and North America,Russian Federation,Tokyo,2012,0,,,Natural,(viii)
829,Churches of the Pskov School of Architecture,Europe and North America,Russian Federation,Ontario,2019,0,,,Cultural,(ii)
830,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Europe and North America,Russian Federation,Wiltshire,2017,0,,,Cultural,(ii)(iv)
831,Brimstone Hill Fortress National Park,Latin America and the Caribbean,Saint Kitts and Nevis,Uttar Pradesh,1999,0,,,Cultural,(iii)(iv)
832,Pitons Management Area,Latin America and the Caribbean,Saint Lucia,Bangkok,2004,0,,,Natural,(vii)(viii)
833,San Marino Historic Centre and Mount Titano,Europe and North America,San Marino,Agra,2008,0,,,Cultural,(iii)
834,Al-Hijr Archaeological Site (Madƒin Sƒlih),Arab States,Saudi Arabia,Giza,2008,0,,,Cultural,(ii)(iii)
835,At-Turaif District in ad-Dir'iyah,Arab States,Saudi Arabia,Madhya Pradesh,2010,0,,,Cultural,(iv)(v)(vi)
836,"Historic Jeddah, the Gate to Makkah",Arab States,Saudi Arabia,Queensland,2014,0,,,Cultural,(ii)(iv)(vi)
837,Rock Art in the Hail Region of Saudi Arabia,Arab States,Saudi Arabia,Wiltshire,2015,0,,,Cultural,(i)(iii)
838,"Al-Ahsa Oasis, an Evolving Cultural Landscape",Arab States,Saudi Arabia,Arizona,2018,0,,,Cultural,(iii)(iv)(v)
839,Djoudj National Bird Sanctuary,Africa,Senegal,Wiltshire,1981,0,P 1984-1988 P 2000-2006,1988,Natural,(vii)(x)
840,Island of Gor‚e,Africa,Senegal,Wiltshire,1978,0,,,Cultural,(vi)
841,Niokolo-Koba National Park,Africa,Senegal,Giza,1981,1,Y 2007,,Natural,(x)
842,Island of Saint-Louis,Africa,Senegal,Tokyo,2000,0,,,Cultural,(ii)(iv)
843,Saloum Delta,Africa,Senegal,Tokyo,2011,0,,,Cultural,(iii)(iv)(v)
844,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Africa,Senegal,Tokyo,2012,0,,,Cultural,(iii)(v)(vi)
845,Stari Ras and Sopo?ani,Europe and North America,Serbia,Tokyo,1979,0,,,Cultural,(i)(iii)
846,Studenica Monastery,Europe and North America,Serbia,Tokyo,1986,0,,,Cultural,(i)(ii)(iv)(vi)
847,Medieval Monuments in Kosovo,Europe and North America,Serbia,Cusco,2004,1,Y 2006,,Cultural,(ii)(iii)(iv)
848,"Gamzigrad-Romuliana, Palace of Galerius",Europe and North America,Serbia,Uttar Pradesh,2007,0,,,Cultural,(iii)(iv)
849,Aldabra Atoll,Africa,Seychelles,Athens,1982,0,,,Natural,(vii)(ix)(x)
850,Vall‚e de Mai Nature Reserve,Africa,Seychelles,Agra,1983,0,,,Natural,(vii)(viii)(ix)(x)
851,Singapore Botanic Gardens,Asia and the Pacific,Singapore,Agra,2015,0,,,Cultural,(ii)(iv)
852,Historic Town of Bansk  ?tiavnica and the Technical Monuments in its Vicinity,Europe and North America,Slovakia,Cusco,1993,0,,,Cultural,(iv)(v)
853,"Levo?a, Spi?sk? Hrad and the Associated Cultural Monuments",Europe and North America,Slovakia,Madhya Pradesh,1993,0,,,Cultural,(iv)
854,Vlkol¡nec,Europe and North America,Slovakia,Wiltshire,1993,0,,,Cultural,(iv)(v)
855,Bardejov Town Conservation Reserve,Europe and North America,Slovakia,Madhya Pradesh,2000,0,,,Cultural,(iii)(iv)
856,Wooden Churches of the Slovak part of the Carpathian Mountain Area,Europe and North America,Slovakia,Delhi,2008,0,,,Cultural,(iii)(iv)
857,?kocjan Caves,Europe and North America,Slovenia,Wiltshire,1986,0,,,Natural,(vii)(viii)
858,East Rennell,Asia and the Pacific,Solomon Islands,Athens,1998,1,Y 2013,,Natural,(ix)
859,iSimangaliso Wetland Park,Africa,South Africa,Agra,1999,0,,,Natural,(vii)(ix)(x)
860,Fossil Hominid Sites of South Africa,Africa,South Africa,Wiltshire,1999,0,,,Cultural,(iii)(vi)
861,Robben Island,Africa,South Africa,Tokyo,1999,0,,,Cultural,(iii)(vi)
862,Cape Floral Region Protected Areas,Africa,South Africa,Queensland,2004,0,,,Natural,(ix)(x)
863,Mapungubwe Cultural Landscape,Africa,South Africa,Tokyo,2003,0,,,Cultural,(ii)(iii)(iv)(v)
864,Vredefort Dome,Africa,South Africa,Arizona,2005,0,,,Natural,(viii)
865,Richtersveld Cultural and Botanical Landscape,Africa,South Africa,Delhi,2007,0,,,Cultural,(iv)(v)
866,?Khomani Cultural Landscape,Africa,South Africa,Giza,2017,0,,,Cultural,(v)(vi)
867,Barberton Makhonjwa Mountains,Africa,South Africa,Athens,2018,0,,,Natural,(viii)
868,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Europe and North America,Spain,Cusco,1985,0,,,Cultural,(i)(iii)
869,Old Town of Segovia and its Aqueduct,Europe and North America,Spain,Athens,1985,0,,,Cultural,(i)(iii)(iv)
870,Monuments of Oviedo and the Kingdom of the Asturias,Europe and North America,Spain,Tokyo,1985,0,,,Cultural,(i)(ii)(iv)
871,Historic Centre of Cordoba,Europe and North America,Spain,Cusco,1984,0,,,Cultural,(i)(ii)(iii)(iv)
872,"Alhambra, Generalife and Albayz¡n, Granada",Europe and North America,Spain,Queensland,1984,0,,,Cultural,(i)(iii)(iv)
873,Burgos Cathedral,Europe and North America,Spain,Queensland,1984,0,,,Cultural,(ii)(iv)(vi)
874,"Monastery and Site of the Escurial, Madrid",Europe and North America,Spain,Uttar Pradesh,1984,0,,,Cultural,(i)(ii)(vi)
875,Works of Antoni Gaud¡,Europe and North America,Spain,Uttar Pradesh,1984,0,,,Cultural,(i)(ii)(iv)
876,Santiago de Compostela (Old Town),Europe and North America,Spain,Athens,1985,0,,,Cultural,(i)(ii)(vi)
877,Old Town of ?vila with its Extra-Muros Churches,Europe and North America,Spain,Delhi,1985,0,,,Cultural,(iii)(iv)
878,Mudejar Architecture of Aragon,Europe and North America,Spain,Athens,1986,0,,,Cultural,(iv)
879,Historic City of Toledo,Europe and North America,Spain,Uttar Pradesh,1986,0,,,Cultural,(i)(ii)(iii)(iv)
880,Garajonay National Park,Europe and North America,Spain,Agra,1986,0,,,Natural,(vii)(ix)
881,Old City of Salamanca,Europe and North America,Spain,Giza,1988,0,,,Cultural,(i)(ii)(iv)
882,"Cathedral, Alc zar and Archivo de Indias in Seville",Europe and North America,Spain,Uttar Pradesh,1987,0,,,Cultural,(i)(ii)(iii)(vi)
883,Old Town of C ceres,Europe and North America,Spain,Wiltshire,1986,0,,,Cultural,(iii)(iv)
884,"Ibiza, Biodiversity and Culture",Europe and North America,Spain,Agra,1999,0,,,Mixed,(ii)(iii)(iv)(ix)(x)
885,Poblet Monastery,Europe and North America,Spain,Delhi,1991,0,,,Cultural,(i)(iv)
886,Renaissance Monumental Ensembles of ?beda and Baeza,Europe and North America,Spain,Delhi,2003,0,,,Cultural,(ii)(iv)
887,Archaeological Ensemble of M‚rida,Europe and North America,Spain,Bangkok,1993,0,,,Cultural,(iii)(iv)
888,Royal Monastery of Santa Mar¡a de Guadalupe,Europe and North America,Spain,Queensland,1993,0,,,Cultural,(iv)(vi)
889,Routes of Santiago de Compostela: <i>Camino Franc‚s</i> and Routes of Northern Spain,Europe and North America,Spain,Bangkok,1993,0,,,Cultural,(ii)(iv)(vi)
890,Do¤ana National Park,Europe and North America,Spain,Madhya Pradesh,1994,0,,,Natural,(vii)(ix)(x)
891,Historic Walled Town of Cuenca,Europe and North America,Spain,Uttar Pradesh,1996,0,,,Cultural,(ii)(v)
892,La Lonja de la Seda de Valencia,Europe and North America,Spain,Wiltshire,1996,0,,,Cultural,(i)(iv)
893,Las M‚dulas,Europe and North America,Spain,Giza,1997,0,,,Cultural,(i)(ii)(iii)(iv)
894,"Palau de la M£sica Catalana and Hospital de Sant Pau, Barcelona",Europe and North America,Spain,Giza,1997,0,,,Cultural,(i)(ii)(iv)
895,San Mill n Yuso and Suso Monasteries,Europe and North America,Spain,Ontario,1997,0,,,Cultural,(ii)(iv)(vi)
896,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Europe and North America,Spain,Athens,1998,0,,,Cultural,(iii)
897,Archaeological Ensemble of T rraco,Europe and North America,Spain,Delhi,2000,0,,,Cultural,(ii)(iii)
898,University and Historic Precinct of Alcal  de Henares,Europe and North America,Spain,Queensland,1998,0,,,Cultural,(ii)(iv)(vi)
899,San Crist¢bal de La Laguna,Europe and North America,Spain,Athens,1999,0,,,Cultural,(ii)(iv)
900,Palmeral of Elche,Europe and North America,Spain,Cusco,2000,0,,,Cultural,(ii)(v)
901,Roman Walls of Lugo,Europe and North America,Spain,Athens,2000,0,,,Cultural,(iv)
902,Catalan Romanesque Churches of the Vall de Bo¡,Europe and North America,Spain,Delhi,2000,0,,,Cultural,(ii)(iv)
903,Archaeological Site of Atapuerca,Europe and North America,Spain,Cusco,2000,0,,,Cultural,(iii)(v)
904,Aranjuez Cultural Landscape,Europe and North America,Spain,Giza,2001,0,,,Cultural,(ii)(iv)
905,Vizcaya Bridge,Europe and North America,Spain,Athens,2006,0,,,Cultural,(i)(ii)
906,Teide National Park,Europe and North America,Spain,Giza,2007,0,,,Natural,(vii)(viii)
907,Tower of Hercules,Europe and North America,Spain,Tokyo,2009,0,,,Cultural,(iii)
908,Cultural Landscape of the Serra de Tramuntana,Europe and North America,Spain,Cusco,2011,0,,,Cultural,(ii)(iv)(v)
909,Antequera Dolmens Site,Europe and North America,Spain,Agra,2016,0,,,Cultural,(i)(iii)(iv)
910,Caliphate City of Medina Azahara,Europe and North America,Spain,Agra,2018,0,,,Cultural,(iii)(iv)
911,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Europe and North America,Spain,Giza,2019,0,,,Cultural,(iii)(v)
